"NGA","Polity","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note"
"Konya Plain","TrBrzL2","Information Written records","1","","","","simple","simple",""
"Konya Plain","TrBrzL2","Information Script","1","","","","simple","simple",""
"Konya Plain","TrBrzL2","Information Lists tables and classifications","1","","","","simple","simple",""
"Konya Plain","TrBrzL2","Information Calendar","1","","","","simple","simple",""
"Konya Plain","TrBrzL2","Information Sacred Texts","1","","","","simple","simple",""
"Konya Plain","TrBrzL2","Information Religious literature","1","","","","simple","simple",""
"Konya Plain","TrBrzL2","Information Practical literature","0.9","","","","simple","simple",""
"Konya Plain","TrBrzL2","Information History","1","","","","simple","simple",""
"Konya Plain","TrBrzL2","Information Fiction","0.9","","","","simple","simple",""
"Konya Plain","TrBrzL2","Other Articles","1","","","","simple","simple",""
"Konya Plain","TrBrzL2","Other Tokens","0.1","","","","simple","simple",""
"Konya Plain","TrBrzL2","Other Precious metals","1","","","","simple","simple",""
"Konya Plain","TrBrzL2","Other Foreign coins","0.1","","","","simple","simple",""
"Konya Plain","TrBrzL2","Other Indigenous coins","0","","","","simple","simple",""
"Konya Plain","TrBrzL2","Other Paper currency","0.1","","","","simple","simple",""
"Konya Plain","TrBrzL2","Largest scale collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Konya Plain","TrBrzL2","Largest scale collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Konya Plain","TrBrzL2","Largest scale collective ritual of the official cult Frequency for the audience","2","","","","simple","simple",""
"Konya Plain","TrBrzL2","Most frequent collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Konya Plain","TrBrzL2","Most frequent collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Konya Plain","TrBrzL2","Most euphoric collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Konya Plain","TrBrzL2","Most euphoric collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Konya Plain","TrBrzL2","Most euphoric collective ritual of the official cult Frequency for the audience","2","","","","simple","simple",""
"Konya Plain","TrBrzL2","Normative Ideological precepts concerning morality/supernatural beings High Gods (creator gods)","0","","","","simple","simple",""
"Konya Plain","TrBrzL2","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of fairness","1","","","","simple","simple",""
"Konya Plain","TrBrzL2","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of human reciprocity","0.9","","","","simple","simple",""
"Konya Plain","TrBrzL2","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of in-group loyalty","0.9","","","","simple","simple",""
"Konya Plain","TrHatNK","Social Scale Polity Population","1300000","2000000","","","complex","range",""
"Konya Plain","TrHatNK","Social Scale Polity territory","250000","350000","-1300","","complex","range","simple"
"Konya Plain","TrHatNK","Social Scale Polity territory","300000","400000","-1200","","complex","range","simple"
"Konya Plain","TrHatNK","Social Scale Population of the largest settlement","15000","20000","","","complex","range",""
"Konya Plain","TrHatNK","Hierarchical Complexity Administrative levels","4","5","","","complex","range",""
"Konya Plain","TrHatNK","Hierarchical Complexity Military levels","6","7","","","complex","range",""
"Konya Plain","TrHatNK","Hierarchical Complexity Religious levels","4","","","","simple","simple",""
"Konya Plain","TrHatNK","Hierarchical Complexity Settlement hierarchy","3","","","","simple","simple",""
"Konya Plain","TrHatNK","Professions Professional military officers","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Professions Professional soldiers","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Professions Professional priesthood","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Bureaucracy characteristics Full-time bureaucrats","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Bureaucracy characteristics Examination system","0","","","","simple","simple",""
"Konya Plain","TrHatNK","Bureaucracy characteristics Merit promotion","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Bureaucracy characteristics Specialized government buildings","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Law Courts","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Law Formal legal code","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Law Judges","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Law Professional Lawyers","0.9","","","","simple","simple",""
"Konya Plain","TrHatNK","Specialized Buildings: polity owned irrigation systems","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Specialized Buildings: polity owned drinking water supply systems","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Specialized Buildings: polity owned markets","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Specialized Buildings: polity owned food storage sites","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Specialized Buildings: polity owned Roads","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Specialized Buildings: polity owned Bridges","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Specialized Buildings: polity owned Canals","0.1","","","","simple","simple",""
"Konya Plain","TrHatNK","Specialized Buildings: polity owned Ports","0","","","","simple","simple",""
"Konya Plain","TrHatNK","Specialized Buildings: polity owned Mines or quarries","0.9","","","","simple","simple",""
"Konya Plain","TrHatNK","Other Couriers","0.9","","","","simple","simple",""
"Konya Plain","TrHatNK","Other General postal service","0.1","","","","simple","simple",""
"Konya Plain","TrHatNK","Information Mnemonic devices","0","","","","simple","simple",""
"Konya Plain","TrHatNK","Information Nonwritten records","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Information Written records","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Information Script","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Information Non-phonetic writing","0","","","","simple","simple",""
"Konya Plain","TrHatNK","Information Phonetic alphabetic writing","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Information Lists tables and classifications","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Information Calendar","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Information Sacred Texts","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Information Religious literature","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Information Practical literature","0.9","","","","simple","simple",""
"Konya Plain","TrHatNK","Information History","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Information Scientific literature","0.1","","","","simple","simple",""
"Konya Plain","TrHatNK","Other Articles","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Other Tokens","0.1","","","","simple","simple",""
"Konya Plain","TrHatNK","Other Precious metals","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Other Foreign coins","0","","","","simple","simple",""
"Konya Plain","TrHatNK","Other Indigenous coins","0","","","","simple","simple",""
"Konya Plain","TrHatNK","Other Paper currency","0.1","","","","simple","simple",""
"Konya Plain","TrHatNK","Largest scale collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Konya Plain","TrHatNK","Largest scale collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Konya Plain","TrHatNK","Largest scale collective ritual of the official cult Frequency for the audience","2","","","","simple","simple",""
"Konya Plain","TrHatNK","Most frequent collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Konya Plain","TrHatNK","Most frequent collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Konya Plain","TrHatNK","Most euphoric collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Konya Plain","TrHatNK","Most euphoric collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Konya Plain","TrHatNK","Most euphoric collective ritual of the official cult Frequency for the audience","2","","","","simple","simple",""
"Konya Plain","TrHatNK","Normative Ideological precepts concerning morality/supernatural beings High Gods (creator gods)","0","","","","simple","simple",""
"Konya Plain","TrHatNK","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of fairness","1","","","","simple","simple",""
"Konya Plain","TrHatNK","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of human reciprocity","0.9","","","","simple","simple",""
"Konya Plain","TrHatNK","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of in-group loyalty","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Social Scale Polity Population","80000","160000","","","complex","range",""
"Konya Plain","TrNHitt","Social Scale Polity territory","300","700","","","complex","range",""
"Konya Plain","TrNHitt","Social Scale Population of the largest settlement","12000","18000","","","complex","range",""
"Konya Plain","TrNHitt","Hierarchical Complexity Administrative levels","4","","","","simple","simple",""
"Konya Plain","TrNHitt","Hierarchical Complexity Military levels","4","","","","simple","simple",""
"Konya Plain","TrNHitt","Hierarchical Complexity Religious levels","3","","","","simple","simple",""
"Konya Plain","TrNHitt","Hierarchical Complexity Settlement hierarchy","3","","","","simple","simple",""
"Konya Plain","TrNHitt","Professions Professional priesthood","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Bureaucracy characteristics Full-time bureaucrats","1","","","","simple","simple",""
"Konya Plain","TrNHitt","Bureaucracy characteristics Specialized government buildings","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Law Courts","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Law Formal legal code","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Law Judges","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Specialized Buildings: polity owned irrigation systems","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Specialized Buildings: polity owned markets","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Specialized Buildings: polity owned food storage sites","1","","","","simple","simple",""
"Konya Plain","TrNHitt","Specialized Buildings: polity owned Roads","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Specialized Buildings: polity owned Bridges","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Specialized Buildings: polity owned Canals","0.1","","","","simple","simple",""
"Konya Plain","TrNHitt","Specialized Buildings: polity owned Ports","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Specialized Buildings: polity owned Mines or quarries","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Other Couriers","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Other General postal service","0.1","","","","simple","simple",""
"Konya Plain","TrNHitt","Information Nonwritten records","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Information Written records","1","","","","simple","simple",""
"Konya Plain","TrNHitt","Information Script","1","","","","simple","simple",""
"Konya Plain","TrNHitt","Information Lists tables and classifications","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Information Calendar","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Information Religious literature","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Information Practical literature","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Information Scientific literature","0.1","","","","simple","simple",""
"Konya Plain","TrNHitt","Other Articles","1","","","","simple","simple",""
"Konya Plain","TrNHitt","Other Precious metals","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Other Indigenous coins","0.1","","","","simple","simple",""
"Konya Plain","TrNHitt","Other Paper currency","0.1","","","","simple","simple",""
"Konya Plain","TrNHitt","Normative Ideological precepts concerning morality/supernatural beings High Gods (creator gods)","0","","","","simple","simple",""
"Konya Plain","TrNHitt","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of fairness","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of human reciprocity","0.9","","","","simple","simple",""
"Konya Plain","TrNHitt","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of in-group loyalty","0.9","","","","simple","simple",""
"Konya Plain","TrTabal","Social Scale Polity territory","4000","6000","","","complex","range",""
"Konya Plain","TrTabal","Hierarchical Complexity Administrative levels","3","4","","","complex","range",""
"Konya Plain","TrTabal","Hierarchical Complexity Military levels","3","4","","","complex","range",""
"Konya Plain","TrTabal","Hierarchical Complexity Settlement hierarchy","3","","","","simple","simple",""
"Konya Plain","TrTabal","Professions Professional soldiers","0.9","","","","simple","simple",""
"Konya Plain","TrTabal","Bureaucracy characteristics Full-time bureaucrats","0.9","","","","simple","simple",""
"Konya Plain","TrTabal","Bureaucracy characteristics Examination system","0.1","","","","simple","simple",""
"Konya Plain","TrTabal","Bureaucracy characteristics Specialized government buildings","0.9","","","","simple","simple",""
"Konya Plain","TrTabal","Specialized Buildings: polity owned Mines or quarries","0.9","","","","simple","simple",""
"Konya Plain","TrTabal","Other Couriers","0.9","","","","simple","simple",""
"Konya Plain","TrTabal","Information Written records","1","","","","simple","simple",""
"Konya Plain","TrTabal","Information Script","1","","","","simple","simple",""
"Konya Plain","TrTabal","Information Lists tables and classifications","0.9","","","","simple","simple",""
"Konya Plain","TrTabal","Information Practical literature","0.9","","","","simple","simple",""
"Konya Plain","TrTabal","Other Articles","1","","","","simple","simple",""
"Konya Plain","TrTabal","Other Foreign coins","0.1","","","","simple","simple",""
"Konya Plain","TrTabal","Other Indigenous coins","0.1","","","","simple","simple",""
"Konya Plain","TrTabal","Other Paper currency","0","","","","simple","simple",""
"Konya Plain","TrTabal","Normative Ideological precepts concerning morality/supernatural beings High Gods (creator gods)","0","","","","simple","simple",""
"Konya Plain","TrTabal","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of fairness","0.9","","","","simple","simple",""
"Konya Plain","TrTabal","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of human reciprocity","0.9","","","","simple","simple",""
"Konya Plain","TrTabal","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of in-group loyalty","0.9","","","","simple","simple",""
"Konya Plain","TrPhryg","Social Scale Polity Population","1000000","1500000","","","complex","range",""
"Konya Plain","TrPhryg","Social Scale Polity territory","100000","","","","simple","simple",""
"Konya Plain","TrPhryg","Social Scale Population of the largest settlement","15000","20000","","","complex","range",""
"Konya Plain","TrPhryg","Hierarchical Complexity Administrative levels","4","5","","","complex","range",""
"Konya Plain","TrPhryg","Hierarchical Complexity Military levels","4","","","","simple","simple",""
"Konya Plain","TrPhryg","Hierarchical Complexity Religious levels","2","3","","","complex","range",""
"Konya Plain","TrPhryg","Hierarchical Complexity Settlement hierarchy","3","","","","simple","simple",""
"Konya Plain","TrPhryg","Professions Professional priesthood","0.9","","","","simple","simple",""
"Konya Plain","TrPhryg","Bureaucracy characteristics Full-time bureaucrats","0.9","","","","simple","simple",""
"Konya Plain","TrPhryg","Bureaucracy characteristics Specialized government buildings","0.9","","","","simple","simple",""
"Konya Plain","TrPhryg","Specialized Buildings: polity owned irrigation systems","1","","","","simple","simple",""
"Konya Plain","TrPhryg","Specialized Buildings: polity owned food storage sites","0.9","","","","simple","simple",""
"Konya Plain","TrPhryg","Specialized Buildings: polity owned Roads","1","","","","simple","simple",""
"Konya Plain","TrPhryg","Specialized Buildings: polity owned Bridges","1","","","","simple","simple",""
"Konya Plain","TrPhryg","Specialized Buildings: polity owned Canals","0.1","","","","simple","simple",""
"Konya Plain","TrPhryg","Specialized Buildings: polity owned Mines or quarries","0.9","","","","simple","simple",""
"Konya Plain","TrPhryg","Other Couriers","0.9","","","","simple","simple",""
"Konya Plain","TrPhryg","Other General postal service","0.1","","","","simple","simple",""
"Konya Plain","TrPhryg","Information Nonwritten records","0.9","","","","simple","simple",""
"Konya Plain","TrPhryg","Information Written records","1","","","","simple","simple",""
"Konya Plain","TrPhryg","Information Script","0.9","","","","simple","simple",""
"Konya Plain","TrPhryg","Information Non-phonetic writing","0","","","","simple","simple",""
"Konya Plain","TrPhryg","Information Phonetic alphabetic writing","1","","","","simple","simple",""
"Konya Plain","TrPhryg","Information Lists tables and classifications","0.9","","","","simple","simple",""
"Konya Plain","TrPhryg","Information Calendar","0.9","","","","simple","simple",""
"Konya Plain","TrPhryg","Information Sacred Texts","1","","","","simple","simple",""
"Konya Plain","TrPhryg","Information Religious literature","1","","","","simple","simple",""
"Konya Plain","TrPhryg","Information Practical literature","1","","","","simple","simple",""
"Konya Plain","TrPhryg","Information Scientific literature","0.1","","","","simple","simple",""
"Konya Plain","TrPhryg","Other Articles","1","","","","simple","simple",""
"Konya Plain","TrPhryg","Other Indigenous coins","0.1","","","","simple","simple",""
"Konya Plain","TrPhryg","Other Paper currency","0.1","","","","simple","simple",""
"Konya Plain","TrPhryg","Largest scale collective ritual of the official cult Frequency for the ritual specialist","0","","","","simple","simple",""
"Konya Plain","TrPhryg","Largest scale collective ritual of the official cult Frequency per participant","0","","","","simple","simple",""
"Konya Plain","TrPhryg","Largest scale collective ritual of the official cult Frequency for the audience","0","","","","simple","simple",""
"Konya Plain","TrPhryg","Most euphoric collective ritual of the official cult Frequency for the ritual specialist","0","","","","simple","simple",""
"Konya Plain","TrPhryg","Most euphoric collective ritual of the official cult Frequency per participant","0","","","","simple","simple",""
"Konya Plain","TrPhryg","Most euphoric collective ritual of the official cult Frequency for the audience","0","","","","simple","simple",""
"Konya Plain","TrLydia","Social Scale Polity territory","250000","","-600","","complex","simple","simple"
"Konya Plain","TrLydia","Social Scale Population of the largest settlement","6000","24000","","","complex","range",""
"Konya Plain","TrLydia","Hierarchical Complexity Administrative levels","4","5","","","complex","range",""
"Konya Plain","TrLydia","Hierarchical Complexity Military levels","4","7","","","complex","range",""
"Konya Plain","TrLydia","Hierarchical Complexity Religious levels","3","4","","","complex","range",""
"Konya Plain","TrLydia","Professions Professional military officers","1","","","","complex","disputed",""
"Konya Plain","TrLydia","Professions Professional military officers","0","","","","complex","disputed",""
"Konya Plain","TrLydia","Professions Professional soldiers","1","","","","simple","simple",""
"Konya Plain","TrLydia","Professions Professional priesthood","0.9","","","","simple","simple",""
"Konya Plain","TrLydia","Bureaucracy characteristics Full-time bureaucrats","0.9","","","","simple","simple",""
"Konya Plain","TrLydia","Bureaucracy characteristics Specialized government buildings","0.9","","","","simple","simple",""
"Konya Plain","TrLydia","Specialized Buildings: polity owned Roads","0.9","","","","simple","simple",""
"Konya Plain","TrLydia","Specialized Buildings: polity owned Ports","0.9","","","","simple","simple",""
"Konya Plain","TrLydia","Specialized Buildings: polity owned Mines or quarries","1","","","","simple","simple",""
"Konya Plain","TrLydia","Other Couriers","0.9","","","","simple","simple",""
"Konya Plain","TrLydia","Information Written records","1","","","","simple","simple",""
"Konya Plain","TrLydia","Information Script","1","","","","simple","simple",""
"Konya Plain","TrLydia","Information Non-phonetic writing","0","","","","simple","simple",""
"Konya Plain","TrLydia","Information Phonetic alphabetic writing","1","","","","simple","simple",""
"Konya Plain","TrLydia","Information Lists tables and classifications","0.9","","","","simple","simple",""
"Konya Plain","TrLydia","Information Calendar","0.9","","","","simple","simple",""
"Konya Plain","TrLydia","Information Religious literature","1","","","","simple","simple",""
"Konya Plain","TrLydia","Information Practical literature","1","","","","simple","simple",""
"Konya Plain","TrLydia","Information History","0.9","","","","simple","simple",""
"Konya Plain","TrLydia","Information Philosophy","1","","","","simple","simple",""
"Konya Plain","TrLydia","Information Scientific literature","1","","","","simple","simple",""
"Konya Plain","TrLydia","Information Fiction","1","","","","simple","simple",""
"Konya Plain","TrLydia","Other Articles","0.9","","","","simple","simple",""
"Konya Plain","TrLydia","Other Precious metals","0.9","","","","simple","simple",""
"Konya Plain","TrLydia","Other Foreign coins","0.1","","-600","","complex","simple","simple"
"Konya Plain","TrLydia","Other Indigenous coins","1","","","","simple","simple",""
"Konya Plain","TrLydia","Other Paper currency","0","","","","simple","simple",""
"Konya Plain","TrLydia","Largest scale collective ritual of the official cult Frequency for the ritual specialist","0","","","","simple","simple",""
"Konya Plain","TrLydia","Largest scale collective ritual of the official cult Frequency per participant","0","","","","simple","simple",""
"Konya Plain","TrLydia","Largest scale collective ritual of the official cult Frequency for the audience","0","","","","simple","simple",""
"Konya Plain","TrLydia","Most euphoric collective ritual of the official cult Frequency per participant","0","","","","simple","simple",""
"Konya Plain","TrLydia","Most euphoric collective ritual of the official cult Frequency for the audience","1","","","","simple","simple",""
"Konya Plain","TrLysim","Social Scale Polity Population","2000000","3000000","","","complex","range",""
"Konya Plain","TrLysim","Social Scale Polity territory","420000","","-300","","complex","simple","simple"
"Konya Plain","TrLysim","Hierarchical Complexity Administrative levels","4","","","","simple","simple",""
"Konya Plain","TrLysim","Hierarchical Complexity Military levels","5","7","","","complex","range",""
"Konya Plain","TrLysim","Hierarchical Complexity Religious levels","2","","","","simple","simple",""
"Konya Plain","TrLysim","Hierarchical Complexity Settlement hierarchy","3","","","","simple","simple",""
"Konya Plain","TrLysim","Professions Professional military officers","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Professions Professional soldiers","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Professions Professional priesthood","1","","","","simple","simple",""
"Konya Plain","TrLysim","Bureaucracy characteristics Full-time bureaucrats","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Bureaucracy characteristics Examination system","0.1","","","","simple","simple",""
"Konya Plain","TrLysim","Bureaucracy characteristics Merit promotion","0.1","","","","simple","simple",""
"Konya Plain","TrLysim","Bureaucracy characteristics Specialized government buildings","1","","","","simple","simple",""
"Konya Plain","TrLysim","Law Formal legal code","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Specialized Buildings: polity owned irrigation systems","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Specialized Buildings: polity owned drinking water supply systems","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Specialized Buildings: polity owned markets","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Specialized Buildings: polity owned food storage sites","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Specialized Buildings: polity owned Roads","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Specialized Buildings: polity owned Bridges","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Specialized Buildings: polity owned Ports","1","","","","simple","simple",""
"Konya Plain","TrLysim","Specialized Buildings: polity owned Mines or quarries","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Other Couriers","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Other General postal service","0.1","","","","simple","simple",""
"Konya Plain","TrLysim","Information Nonwritten records","1","","","","simple","simple",""
"Konya Plain","TrLysim","Information Written records","1","","","","simple","simple",""
"Konya Plain","TrLysim","Information Script","1","","","","simple","simple",""
"Konya Plain","TrLysim","Information Non-phonetic writing","0","","","","simple","simple",""
"Konya Plain","TrLysim","Information Phonetic alphabetic writing","1","","","","simple","simple",""
"Konya Plain","TrLysim","Information Lists tables and classifications","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Information Calendar","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Information Sacred Texts","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Information Religious literature","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Information Practical literature","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Information History","1","","","","simple","simple",""
"Konya Plain","TrLysim","Information Philosophy","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Information Scientific literature","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Information Fiction","0.9","","","","simple","simple",""
"Konya Plain","TrLysim","Other Articles","1","","","","simple","simple",""
"Konya Plain","TrLysim","Other Foreign coins","1","","","","simple","simple",""
"Konya Plain","TrLysim","Other Indigenous coins","1","","","","simple","simple",""
"Konya Plain","TrLysim","Other Paper currency","0.1","","","","simple","simple",""
"Konya Plain","TrLysim","Most widespread collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Konya Plain","TrLysim","Most widespread collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Konya Plain","TrLysim","Most widespread collective ritual of the official cult Frequency for the audience","6","","","","simple","simple",""
"Konya Plain","TrLysim","Most frequent collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Konya Plain","TrLysim","Most frequent collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Konya Plain","TrLysim","Most frequent collective ritual of the official cult Frequency for the audience","6","","","","simple","simple",""
"Konya Plain","TrLysim","Normative Ideological precepts concerning morality/supernatural beings High Gods (creator gods)","3","","","","simple","simple",""
"Konya Plain","TrLysim","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of fairness","0","","","","simple","simple",""
"Konya Plain","TrLysim","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of human reciprocity","1","","","","simple","simple",""
"Konya Plain","TrCappL","Social Scale Polity Population","300000","400000","","","complex","range",""
"Konya Plain","TrCappL","Social Scale Polity territory","130000","","","","simple","simple",""
"Konya Plain","TrCappL","Hierarchical Complexity Administrative levels","4","","","","simple","simple",""
"Konya Plain","TrCappL","Hierarchical Complexity Military levels","5","","","","simple","simple",""
"Konya Plain","TrCappL","Hierarchical Complexity Religious levels","4","","","","simple","simple",""
"Konya Plain","TrCappL","Hierarchical Complexity Settlement hierarchy","3","","","","simple","simple",""
"Konya Plain","TrCappL","Professions Professional military officers","1","","","","simple","simple",""
"Konya Plain","TrCappL","Professions Professional soldiers","1","","","","simple","simple",""
"Konya Plain","TrCappL","Professions Professional priesthood","1","","","","simple","simple",""
"Konya Plain","TrCappL","Bureaucracy characteristics Full-time bureaucrats","1","","","","simple","simple",""
"Konya Plain","TrCappL","Bureaucracy characteristics Specialized government buildings","1","","","","simple","simple",""
"Konya Plain","TrCappL","Law Courts","0.1","","","","simple","simple",""
"Konya Plain","TrCappL","Law Formal legal code","0.1","","","","simple","simple",""
"Konya Plain","TrCappL","Law Professional Lawyers","0.1","","","","simple","simple",""
"Konya Plain","TrCappL","Specialized Buildings: polity owned irrigation systems","0.9","","","","simple","simple",""
"Konya Plain","TrCappL","Specialized Buildings: polity owned markets","1","","","","simple","simple",""
"Konya Plain","TrCappL","Specialized Buildings: polity owned food storage sites","0.9","","","","simple","simple",""
"Konya Plain","TrCappL","Specialized Buildings: polity owned Roads","1","","","","simple","simple",""
"Konya Plain","TrCappL","Specialized Buildings: polity owned Bridges","1","","","","simple","simple",""
"Konya Plain","TrCappL","Specialized Buildings: polity owned Ports","0","","","","simple","simple",""
"Konya Plain","TrCappL","Specialized Buildings: polity owned Mines or quarries","0.9","","","","simple","simple",""
"Konya Plain","TrCappL","Other Couriers","0.9","","","","simple","simple",""
"Konya Plain","TrCappL","Other Postal stations","0.1","","","","simple","simple",""
"Konya Plain","TrCappL","Other General postal service","0.1","","","","simple","simple",""
"Konya Plain","TrCappL","Information Nonwritten records","0.9","","","","simple","simple",""
"Konya Plain","TrCappL","Information Written records","1","","","","simple","simple",""
"Konya Plain","TrCappL","Information Script","1","","","","simple","simple",""
"Konya Plain","TrCappL","Information Non-phonetic writing","0","","","","simple","simple",""
"Konya Plain","TrCappL","Information Phonetic alphabetic writing","1","","","","simple","simple",""
"Konya Plain","TrCappL","Information Lists tables and classifications","0.9","","","","simple","simple",""
"Konya Plain","TrCappL","Information Calendar","0.9","","","","simple","simple",""
"Konya Plain","TrCappL","Information Sacred Texts","0.9","","","","simple","simple",""
"Konya Plain","TrCappL","Information Religious literature","0.9","","","","simple","simple",""
"Konya Plain","TrCappL","Information Practical literature","0.9","","","","simple","simple",""
"Konya Plain","TrCappL","Information Fiction","0.9","","","","simple","simple",""
"Konya Plain","TrCappL","Other Articles","1","","","","simple","simple",""
"Konya Plain","TrCappL","Other Precious metals","0.9","","","","simple","simple",""
"Konya Plain","TrCappL","Other Indigenous coins","1","","","","simple","simple",""
"Konya Plain","TrCappL","Other Paper currency","0.1","","","","simple","simple",""
"Konya Plain","TrCappL","Largest scale collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Konya Plain","TrCappL","Largest scale collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Konya Plain","TrCappL","Most widespread collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Konya Plain","TrCappL","Most widespread collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Konya Plain","TrCappL","Most widespread collective ritual of the official cult Frequency for the audience","6","","","","simple","simple",""
